id,brand,car_model,type,desc,problem,datetime,status
952885,东风柳汽,乘龙H5,重型仓栅式货车,东风柳汽乘龙H5发动机油耗高 车内进水,发动机,2023-07-06,信息审核
952881,别克,君威,2021款 552T 精英型,别克君威燃油泵模块故障随后失去动力,车身电器,2023-07-06,用户评分
952874,一汽奥迪,奥迪A3,2018款 Limousine 1.4T 进取型 30周年年型,一汽奥迪A3大灯开裂希望免费处理,车身电器,2023-07-06,用户评分
952873,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源千里眼服务暂停服务,其他,2023-07-06,用户评分
952869,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机频繁自启动,发动机,2023-07-06,用户评分
952858,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-07-06,用户评分
952857,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉OTA升级后发动机EV模式启动,发动机,2023-07-06,用户评分
952841,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉方向盘抖动 车身异响 电尾门打不开,转向系统,2023-07-06,用户评分
952799,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式下自行启动发动机,发动机,2023-07-06,处理反馈
952790,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源EV模式发动机自启动,发动机,2023-07-06,用户评分
952789,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 精英版,奇瑞瑞虎8车内异味严重影响人员健康,车身电器,2023-07-06,用户评分
952765,比亚迪,秦PLUS,2021款 DM-i 120KM 旗舰型,比亚迪秦PLUS满电状态发动机不定时启动,发动机,2023-07-06,处理反馈
952764,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-07-06,用户评分
952758,广汽乘用车,传祺GS8,2022款 双擎系列 2.0TM 两驱 尊贵版 （七座）,广汽传祺GS8厂家使用试装件生产车辆,销售欺诈,2023-07-06,处理反馈
952753,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式强行启动发动机,发动机,2023-07-06,用户评分
952747,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉EV模式下发动机异常启动,发动机,2023-07-06,处理反馈
952742,上汽大众,途昂,2020款 380TSI 四驱 豪华版 国VI,上汽大众途昂行驶中变速箱失速无法挂挡,变速器,2023-07-06,用户评分
952730,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌普利司通轮胎严重龟裂,轮胎,2023-07-06,信息审核
952708,广汽乘用车,传祺GS8,2022款 双擎系列 2.0TM 两驱 尊贵版 （七座）,广汽传祺GS8车机卡顿 行驶中跑偏,前后桥及悬挂系统,2023-07-06,用户评分
952694,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-06,处理反馈
952667,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式强制启动发动机,发动机,2023-07-06,用户评分
952665,上汽通用雪佛兰,探界者,2021款 550T RS 四驱 智能捍界版,雪佛兰探界者燃油泵模块打胶处理后失去动力,车身电器,2023-07-06,用户评分
952664,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式下发动机偷偷启动,发动机,2023-07-06,用户评分
952659,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-07-06,处理反馈
952657,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-06,处理反馈
952648,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉EV模式下发动机自动启动,发动机,2023-07-05,用户评分
952608,别克,君威,2017款 20T 自动 豪华型,别克君威开空调时踩油门转速不上升不提速,发动机,2023-07-05,处理反馈
952607,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 精英版,一汽丰田皇冠陆放前包围前保险杠总是脱落,车身电器,2023-07-05,用户评分
952591,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源EV纯电模式启动发动机,发动机,2023-07-05,用户评分
952588,东风日产,轩逸,2021款 经典 1.6 XL CVT 豪华版,东风日产轩逸高速行驶踩刹车方向盘抖动,制动系统,2023-07-05,用户评分
952587,长安汽车,锐程CC,2022款 蓝鲸版 1.5T DCT 豪华型,长安锐程CC车机系统无法联网影响使用,车身电器,2023-07-05,处理反馈
952581,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式下自行启动发动机,发动机,2023-07-05,用户评分
952578,长安汽车,逸动,2021款 PLUS 1.6L GDI 手动 豪华型,长安逸动发动机渗油4S店拒绝处理,发动机,2023-07-05,处理反馈
952576,华晨宝马,宝马3系,2023款 325Li M运动套装,华晨宝马3系刹车分泵不回位导致刹车偏磨严重,制动系统,2023-07-05,处理反馈
952561,比亚迪,宋Pro新能源,2019款 DM 1.5T 四驱 性能版 豪华型,比亚迪宋Pro新能源发动机故障灯亮,发动机,2023-07-05,用户评分
952542,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-07-05,用户评分
952541,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉EV模式电量充足时发动机强制启动,发动机,2023-07-05,用户评分
952540,长城汽车,哈弗H4,2020款 乐享版 1.5T DCT智,哈弗H4三元催化器故障4S店拒赔,车身电器,2023-07-05,用户评分
952536,长安汽车,长安欧尚X5,2021款 1.5T DCT 尊贵型,长安欧尚X5转向底盘后桥中控台异响,转向系统,2023-07-05,处理反馈
952526,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电EV模式发动机启动,发动机,2023-07-05,用户评分
952515,长安马自达,马自达CX-5,2021款 2.5L 自动 两驱 智慧型,长安马自达CX-5减震器漏油要求更换,前后桥及悬挂系统,2023-07-05,处理反馈
952505,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动冷热车起步抖动比较明显,变速器,2023-07-05,处理反馈
952499,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-07-05,用户评分
952493,华晨宝马,宝马X3,2020款 xDrive28i M运动套装,华晨宝马X3车机无法OTA升级并且断网,车身电器,2023-07-05,处理反馈
952485,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式下发动机启动,发动机,2023-07-05,用户评分
952483,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机频繁自启动,发动机,2023-07-05,用户评分
952453,比亚迪,秦PLUS,2021款 DM-i 120KM 尊贵型,比亚迪秦PLUS发动机无故启动保养价格上涨,发动机,2023-07-05,处理反馈
952452,一汽奥迪,奥迪Q2L,2022款 35 TFSI 时尚动感型,一汽奥迪Q2L车内异味要求厂家解决,车身电器,2023-07-05,用户评分
952449,比亚迪,宋PLUS新能源,2021款 DM-i 100KM 四驱旗舰PLUS 5G版,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-05,处理反馈
952445,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机偷偷启动,发动机,2023-07-05,用户评分
952435,奔驰（进口）,奔驰GLE,2020款 GLE 350 4MATIC 时尚型,进口奔驰GLE打右转向灯雨刮器自动工作,车身电器,2023-07-05,处理反馈
952432,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-05,用户评分
952423,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式下发动机偷偷启动,发动机,2023-07-05,处理反馈
952422,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式时发动机启动烧油,发动机,2023-07-05,处理反馈
952420,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电EV模式发动机启动,发动机,2023-07-05,用户评分
952416,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS启动发动机不受控制,发动机,2023-07-05,用户评分
952414,比亚迪,宋Pro新能源,2022款 DM-i 51km 尊荣型,比亚迪宋Pro新能源OTA升级频繁提示无法熄火,服务,2023-07-05,用户评分
952395,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源EV模式下发动机强制启动,发动机,2023-07-05,处理反馈
952386,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-05,处理反馈
952385,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源EV模式下强行启动发动机,发动机,2023-07-05,用户评分
952380,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式强制启动发动机,发动机,2023-07-05,用户评分
952377,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源4S店私自删除检查记录,发动机,2023-07-05,用户评分
952367,华晨宝马,宝马3系,2021款 325Li M运动曜夜套装,华晨宝马3系刹车片异常磨损存在质量问题,制动系统,2023-07-05,处理反馈
952359,江西五十铃,铃拓,2020款 2.5T 两驱 手动 领航版 国VI 加长版 JE4D25Q6A,江西五十铃铃拓机油增多 销售承诺不兑现,发动机,2023-07-05,用户评分
952353,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源经常无故自启动发动机,发动机,2023-07-05,用户评分
952346,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁后排座椅填充物变形 表面褶皱,车身电器,2023-07-05,处理反馈
952336,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源空调出风口异响,发动机,2023-07-05,用户评分
952332,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机强制启动,发动机,2023-07-05,用户评分
952321,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-07-05,用户评分
952312,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源纯电模式发动机启动,发动机,2023-07-05,处理反馈
952305,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS强制EV模式下启动发动机,发动机,2023-07-05,用户评分
952300,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源发动机异常启动 掉电,发动机,2023-07-05,用户评分
952298,北汽新能源,北汽新能源EC3,2019款 灵动版,北汽新能源EC3掉电快希望更换动力电池,车身电器,2023-07-05,处理反馈
952289,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,宋Pro新能源系统私自升级 发动机自动启动,发动机,2023-07-05,用户评分
952288,比亚迪,汉,2022款 DM-i 121KM 尊贵型,比亚迪汉EV模式时发动机启动消耗燃油,发动机,2023-07-05,处理反馈
952279,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下自启动发动机,发动机,2023-07-05,用户评分
952272,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机自动启动,发动机,2023-07-05,处理反馈
952269,上汽通用凯迪拉克,凯迪拉克ATS-L,2017款 28T 豪华型,凯迪拉克ATS-L屏幕开裂无法触摸按键失效,车身电器,2023-07-05,用户评分
952258,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下强制启动发动机,发动机,2023-07-05,用户评分
952238,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式强制启动发动机,发动机,2023-07-05,用户评分
952236,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下自启动发动机,发动机,2023-07-05,用户评分
952233,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式无故启动发动机,发动机,2023-07-05,处理反馈
952227,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机自动启动,发动机,2023-07-05,用户评分
952214,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式强制启动发动机,发动机,2023-07-05,处理反馈
952206,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-07-05,处理反馈
952197,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS EV模式下仍然启动发动机,发动机,2023-07-05,用户评分
952162,上汽通用凯迪拉克,凯迪拉克XT5,2020款 改款 28T 四驱 豪华型,凯迪拉克XT5车门把手灯罩龟裂希望厂家解决,车身电器,2023-07-05,处理反馈
952155,长安汽车,长安奔奔E-Star,2020款 心动版 三元锂,长安奔奔E-Star承诺保养不兑现,承诺不兑现,2023-07-05,用户评分
952135,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式 发动机强制启动,发动机,2023-07-05,用户评分
952125,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 智能座舱豪华版,上汽荣威RX5 MAX车辆质保期内车身漏水,车身电器,2023-07-05,用户评分
952120,星途,星途追风,2020款 乘风破浪版 1.5T CVT 星耀版,星途追风正时链条故障导致发动机无力,发动机,2023-07-05,信息审核
952117,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉空调异味 续航虚标 行驶时颠簸,前后桥及悬挂系统,2023-07-05,用户评分
952102,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-05,处理反馈
952059,长安马自达,马自达3 昂克赛拉,2020款 2.0L X压燃尊荣型,长安马自达昂克赛拉火花塞质量有问题,配件争议,2023-07-05,用户评分
952058,广汽乘用车,影豹,2021款 270T DCT J15版,广汽传祺影豹排气管内部生锈希望处理,车身电器,2023-07-05,用户评分
952046,广汽丰田,威兰达新能源,2021款 高性能版 2.5L 两驱 劲擎版,广汽丰田威兰达新能源车身生锈希望厂家处理,车身电器,2023-07-05,信息审核
952042,比亚迪,秦PLUS,2021款 DM-i 120KM 旗舰型,比亚迪秦PLUS纯电EV模式启动发动机,发动机,2023-07-05,处理反馈
952022,上汽通用雪佛兰,迈锐宝XL,2021款 Redline 550T 自动 锐动版,雪佛兰迈锐宝XL变速箱故障导致异响动力下降,变速器,2023-07-05,处理反馈
952016,一汽奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,一汽奥迪Q3下雨天窗两侧漏水有设计问题,车身电器,2023-07-05,处理反馈
951992,比亚迪,宋Pro新能源,2022款 DM-i 51km 尊贵型,比亚迪宋Pro新能源强制EV模式会启动发动机,发动机,2023-07-05,处理反馈
951990,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源发动机无故启动续航缩短,发动机,2023-07-05,处理反馈
951989,雅马哈,巧格,巧格125,雅马哈巧格正时链条涨紧器噪音严重,发动机,2023-07-05,信息审核
951973,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机介入工作,发动机,2023-07-05,用户评分
951972,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-05,处理反馈
951966,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源强制启动发动机,发动机,2023-07-05,用户评分
951961,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,东风本田CR-V后轮吃胎内外侧磨损不一,前后桥及悬挂系统,2023-07-05,处理反馈
951960,华晨宝马,宝马3系,2022款 325i M运动套装,华晨宝马3系前后车轮刹车片磨损异常,制动系统,2023-07-05,处理反馈
951948,一汽-大众,速腾,2021款 280TSI DSG 舒适智联版,一汽大众速腾天窗漏雨 后挡风玻璃漏雨,车身电器,2023-07-05,处理反馈
951943,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源强制启动发动机,发动机,2023-07-05,用户评分
951937,华晨宝马,宝马X1,2022款 sDrive25Li 领先型,华晨宝马X1后刹车片磨损过快要求解决,制动系统,2023-07-05,用户评分
951933,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式发动机自启动,发动机,2023-07-05,用户评分
951908,比亚迪,唐新能源,2018款 DM 2.0T 全时四驱 智联创悦型 7座 国V,比亚迪唐新能源4S店侵占补贴至今未退还,服务,2023-07-05,处理反馈
951904,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS纯电模式发动机会自动启动,发动机,2023-07-05,用户评分
951889,东风雪铁龙,C4世嘉,2016款 1.6L 自动 豪华型,东风雪铁龙C4世嘉行驶中车轮异响,前后桥及悬挂系统,2023-07-05,用户评分
951888,上汽大众斯柯达,速派,2019款 改款 TSI330 DSG 舒适版,斯柯达速派低速行驶中刹车异响希望解决,制动系统,2023-07-05,处理反馈
951879,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式下发动机强制启动,发动机,2023-07-05,用户评分
951878,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-07-05,处理反馈
951872,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源系统升级后发动机自启动,发动机,2023-07-05,用户评分
951871,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式发动机异常启动,发动机,2023-07-05,处理反馈
951864,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-07-05,用户评分
951853,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源发动机自启动保养涨价,发动机,2023-07-05,处理反馈
951848,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉EV模式发动机启动 新款增配降价,发动机,2023-07-05,处理反馈
951840,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源升级ECU强制启动发动机,发动机,2023-07-05,处理反馈
951839,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源系统升级后发动机自启动,发动机,2023-07-05,处理反馈
951832,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机自动启动,发动机,2023-07-05,用户评分
951818,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-05,处理反馈
951795,上汽通用凯迪拉克,凯迪拉克ATS-L,2017款 28T 时尚型,凯迪拉克ATS-L变速箱抖动 中控屏触摸失效,变速器,2023-07-05,用户评分
951793,上汽通用凯迪拉克,凯迪拉克CT5,2020款 28T 铂金运动版,凯迪拉克CT5差速器异响要求解决,前后桥及悬挂系统,2023-07-05,处理反馈
951772,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-05,用户评分
951763,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式发动机异常启动,发动机,2023-07-04,用户评分
951749,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-04,处理反馈
951748,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-07-04,用户评分
951736,长安汽车,长安UNI-T,2020款 1.5T 旗舰型,长安UNI-T购买车机流量包限制使用时间,其他服务问题,2023-07-04,处理反馈
951735,别克,君威,2021款 552T 精英型,别克君威高速公路突发熄火经销商拒绝赔偿,发动机,2023-07-04,用户评分
951734,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-07-04,用户评分
951733,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-04,用户评分
951716,长城汽车,哈弗H6,2020款 1.5GDIT 自动 铂金冠军版,哈弗H6车机服务到期无法免费使用,车身电器,2023-07-04,用户评分
951715,郑州日产,途达,2020款 2.5L XV 自动 两驱 智享版,郑州日产途达打方向盘异响要求解决,转向系统,2023-07-04,处理反馈
951698,广汽乘用车,传祺GS8,2017款 320T 两驱 豪华智联版（七座）,广汽传祺GS8漏冷却液需要大修发动机,发动机,2023-07-04,用户评分
951697,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS车门音响共振 发动机自动启动,发动机,2023-07-04,处理反馈
951678,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS发动机无故启动保养价格上涨,发动机,2023-07-04,用户评分
951676,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉纯电模式下发动机无故介入,发动机,2023-07-04,用户评分
951674,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-04,处理反馈
951667,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-07-04,用户评分
951663,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉厂家变相降价希望补偿处理,其他,2023-07-04,处理反馈
951642,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源发动机频繁启动,发动机,2023-07-04,处理反馈
951641,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英PLUS版,一汽丰田卡罗拉冷车低速行驶顿挫,变速器,2023-07-04,处理反馈
951634,长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T车门把手不能自动回弹,车身电器,2023-07-04,处理反馈
951626,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌中控面板开裂 氧化发白,车身电器,2023-07-04,用户评分
951617,比亚迪,秦PLUS,2021款 DM-i 120KM 尊贵型,比亚迪秦PLUS发动机频繁自启动,发动机,2023-07-04,用户评分
951615,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式发动机异常启动,发动机,2023-07-04,用户评分
951611,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-07-04,处理反馈
951605,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式自动启动发动机,发动机,2023-07-04,处理反馈
951596,长安汽车,长安CS55 PLUS,2021款 蓝鲸版 1.5T 手动 豪华型,长安CS55 PLUS转向轴以及座椅生锈,车身电器,2023-07-04,用户评分
951581,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式下发动机自动启动,发动机,2023-07-04,处理反馈
951577,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-07-04,处理反馈
951574,一汽丰田,卡罗拉,2021款 1.2T S-CVT 豪华版,一汽丰田卡罗拉停放两天向左转向异响抖动,转向系统,2023-07-04,处理反馈
951571,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源厂家私自更改后台数据,发动机,2023-07-04,处理反馈
951542,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机无故启动,发动机,2023-07-04,用户评分
951524,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下强制启动发动机,发动机,2023-07-04,处理反馈
951520,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机异常启动保费上涨,发动机,2023-07-04,用户评分
951503,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机强制启动,发动机,2023-07-04,处理反馈
951502,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉EV模式时发动机介入消耗燃油,发动机,2023-07-04,用户评分
951495,上汽通用凯迪拉克,凯迪拉克CT6,2022款 28T 豪华型,凯迪拉克CT6发动机故障灯亮希望厂家处理,发动机,2023-07-04,处理反馈
951494,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式强行启动发动机,发动机,2023-07-04,用户评分
951490,别克,威朗,2022款 Pro 532T 乐行版,别克威朗车机系统卡顿希望厂家解决,车身电器,2023-07-04,处理反馈
951478,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源自启动发动机 续航降低,发动机,2023-07-04,用户评分
951471,江铃汽车,域虎7,2022款 2.0T 自动 柴油 四驱 舒享型 标轴,江铃域虎7发动机故障灯报警质量差,发动机,2023-07-04,处理反馈
951469,比亚迪,宋MAX新能源,2022款 DM-i 105KM 旗舰型,比亚迪宋MAX新能源EV模式发动机自动启动,发动机,2023-07-04,用户评分
951467,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉保养涨价续航虚标发动机自动启动,发动机,2023-07-04,处理反馈
951451,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉车内异响语音控制失效空调异味,转向系统,2023-07-04,用户评分
951444,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉EV模式下发动机偷偷启动无任何提示,发动机,2023-07-04,处理反馈
951418,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式发动机无故启动,发动机,2023-07-04,用户评分
951409,华晨宝马,宝马X1,2021款 sDrive25Li 领先型,华晨宝马X1左前轮刹车片异常磨损偏磨,制动系统,2023-07-04,处理反馈
951406,广汽乘用车,传祺M8,2021款 领秀系列 390T 尊贵版,广汽传祺M8新款车型增配全景影像,其他,2023-07-04,处理反馈
951402,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉新款车型增配降价 保养涨价,服务收费,2023-07-04,用户评分
951392,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式自动启动发动机,发动机,2023-07-04,处理反馈
951391,北京现代,索纳塔,2020款 380TGDi TOP 自动 旗舰版,北京现代索纳塔打方向异响希望解决,转向系统,2023-07-04,处理反馈
